,,,PltRpt=1 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=2 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=3 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=1 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,,PltRpt=2 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,,PltRpt=3 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,
Plate,Barcode,Well,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,,MeasTime,CalcResultI,Signal,,MeasTime,CalcResultI,Signal,,MeasTime
1,,C15,209640,20964,0.1,00:12.4,169200,16920,0.1,11:37.5,155480,15548,0.1,23:02.1,209640,0,0,0,169200,0,0,0,155480,0,0,0
1,,C16,204160,20416,0.1,00:12.6,166800,16680,0.1,11:37.6,152520,15252,0.1,23:02.3,204160,0,0,0,166800,0,0,0,152520,0,0,0
1,,C17,204480,20448,0.1,00:12.8,172360,17236,0.1,11:37.8,153240,15324,0.1,23:02.5,204480,0,0,0,172360,0,0,0,153240,0,0,0
1,,C18,196520,19652,0.1,00:13.0,167200,16720,0.1,11:38.0,147600,14760,0.1,23:02.7,196520,0,0,0,167200,0,0,0,147600,0,0,0
1,,C19,206080,20608,0.1,00:13.2,169040,16904,0.1,11:38.2,154560,15456,0.1,23:02.8,206080,0,0,0,169040,0,0,0,154560,0,0,0
1,,C20,200040,20004,0.1,00:13.4,167920,16792,0.1,11:38.4,153000,15300,0.1,23:03.0,200040,0,0,0,167920,0,0,0,153000,0,0,0
1,,C21,199920,19992,0.1,00:13.6,172400,17240,0.1,11:38.6,152720,15272,0.1,23:03.2,199920,0,0,0,172400,0,0,0,152720,0,0,0
1,,C22,200080,20008,0.1,00:13.8,169840,16984,0.1,11:38.8,151720,15172,0.1,23:03.4,200080,0,0,0,169840,0,0,0,151720,0,0,0
1,,C23,440,44,0.1,00:14.0,280,28,0.1,11:39.0,440,44,0.1,23:03.6,440,0,0,0,280,0,0,0,440,0,0,0
1,,C24,197160,19716,0.1,00:14.1,165880,16588,0.1,11:39.2,152920,15292,0.1,23:03.8,197160,0,0,0,165880,0,0,0,152920,0,0,0
1,,D01,212840,21284,0.1,00:14.6,176360,17636,0.1,11:39.6,160160,16016,0.1,23:04.2,212840,0,0,0,176360,0,0,0,160160,0,0,0
1,,D02,520,52,0.1,00:14.8,360,36,0.1,11:39.8,280,28,0.1,23:04.4,520,0,0,0,360,0,0,0,280,0,0,0
1,,D03,206760,20676,0.1,00:15.0,169600,16960,0.1,11:40.0,149960,14996,0.1,23:04.6,206760,0,0,0,169600,0,0,0,149960,0,0,0
1,,D04,210360,21036,0.1,00:15.2,174240,17424,0.1,11:40.2,160440,16044,0.1,23:04.8,210360,0,0,0,174240,0,0,0,160440,0,0,0
1,,D05,215840,21584,0.1,00:15.4,174360,17436,0.1,11:40.4,158640,15864,0.1,23:05.0,215840,0,0,0,174360,0,0,0,158640,0,0,0
1,,D06,227760,22776,0.1,00:15.5,175600,17560,0.1,11:40.6,157640,15764,0.1,23:05.2,227760,0,0,0,175600,0,0,0,157640,0,0,0
1,,D07,224760,22476,0.1,00:15.7,176400,17640,0.1,11:40.8,159480,15948,0.1,23:05.4,224760,0,0,0,176400,0,0,0,159480,0,0,0
1,,D08,214960,21496,0.1,00:15.9,178000,17800,0.1,11:41.0,158400,15840,0.1,23:05.6,214960,0,0,0,178000,0,0,0,158400,0,0,0
1,,D09,221680,22168,0.1,00:16.1,179120,17912,0.1,11:41.2,162240,16224,0.1,23:05.8,221680,0,0,0,179120,0,0,0,162240,0,0,0
