Condition,Time,Slope,Y-intercept (log scale),X-intercept,1/slope,R squared,Sy.x,LOD
Intact (FuGENE_DPBS),22.5,0.7544164220159908,2.6504630143284245,0.00030671667066455314,1.3255278793212746,0.8385448670630133,99309.83186028294,434405.2377109935
Intact (FuGENE_DPBS),25.0,0.7357098488007062,2.678411738361869,0.00022878018148124747,1.359231498164824,0.8255621128912128,90441.02491899284,405669.9563274759
Intact (FuGENE_DPBS),27.5,0.7272221360452265,2.6681931910373926,0.000214278764906394,1.3750956556935847,0.7978014782816478,85670.83153572635,388758.44127263303
Intact (FuGENE_DPBS),30.0,0.7381129412723353,2.6058421505533964,0.0002948416682696163,1.3548062147186204,0.7798791624569722,85687.3355388598,383096.124545399
Intact (PEI_DPBS),0.0,0.6017648172662993,2.829727354156768,1.9843539862468107e-05,1.661778773546127,0.9315320642648279,19459.560294608065,106713.6979923983
Intact (PEI_DPBS),2.5,0.6149512639684823,2.720525999885255,3.767297417815607e-05,1.6261451249757124,0.9338503593710835,17897.23513349256,96041.55548748079
Intact (PEI_DPBS),5.0,0.627134490328714,2.620481255007202,6.629798657433959e-05,1.5945543028192368,0.9288329659484507,17015.104329237376,89533.97580964214
Intact (PEI_DPBS),7.5,0.6307224964199474,2.5533654617328256,8.947086599552573e-05,1.5854833237693498,0.9164012342912466,16080.151647822198,84132.88052830427
Intact (PEI_DPBS),10.0,0.6522642713103939,2.428217482950338,0.00018934287949785186,1.5331209204376743,0.9033543818924272,15519.313531788894,78516.84801317623
Intact (PEI_DPBS),12.5,0.6542782729533732,2.377177636795569,0.00023265787027904243,1.5284016623172576,0.8943683424090526,14938.636706622852,75346.3826780147
Intact (PEI_DPBS),15.0,0.6624460686248733,2.3142226705376174,0.0003210327341247204,1.5095568490214335,0.8826916177967922,14461.250737359504,72039.26431679107
Intact (PEI_DPBS),17.5,0.6534770848373367,2.3206107291660887,0.0002810775499578043,1.530275541718375,0.8722970025522202,13704.0216639153,69204.0662790455
Intact (PEI_DPBS),20.0,0.6697610947946696,2.2576705853349557,0.00042573606910745155,1.4930697046632315,0.8578281380244936,14669.822879681622,72280.12477761292
Intact (PEI_DPBS),22.5,0.6657594551808063,2.2537778334587673,0.0004118380902298137,1.502044007363622,0.8207679013692614,14806.46386748217,73391.86906391206
Intact (PEI_DPBS),25.0,0.644916730300774,2.3155358493797413,0.00025677835471588464,1.5505877782603399,0.8156107213346266,13218.655583522896,67639.06311638323
Intact (PEI_DPBS),27.5,0.6446127090954452,2.2893671896294965,0.00028084130294037736,1.5513190880199261,0.8078791584011074,12410.901764158616,63535.78706072214
Intact (PEI_DPBS),30.0,0.6421581619076978,2.2677418801533786,0.00029414520552378185,1.557248757890486,0.8076311389979356,11449.944472336298,58840.35896462042
